"Geography Type","Geography Name","Year","Site","Stage 1","Stage 2","Stage 3","Stage 4","Staged - other early","Staged - other advanced","Unstageable","Missing stage","Percentage completeness"
"Cancer Alliance","North East London",2014,"Cervix",3,0,0,4,0,0,0,41,14.583
"Cancer Alliance","North East London",2014,"Head and neck",47,17,34,108,0,0,1,39,83.74
"Cancer Alliance","North East London",2014,"Kidney",55,23,28,19,0,0,1,79,60.976
"Cancer Alliance","North East London",2014,"Lung",106,47,147,389,0,0,2,156,81.346
"Cancer Alliance","North East London",2014,"Oesophagus",7,14,42,32,0,0,1,28,76.613
"Cancer Alliance","North East London",2014,"Other",99,100,110,209,41,4,695,522,31.629
"Cancer Alliance","North East London",2014,"Ovary",33,15,39,24,0,0,4,38,72.549
"Cancer Alliance","North East London",2014,"Pancreas",8,17,7,71,0,0,0,46,69.128
"Cancer Alliance","North East London",2014,"Prostate",249,150,156,97,0,0,1,274,70.334
"Cancer Alliance","North East London",2014,"Renal pelvis and ureter",3,1,4,5,0,0,10,14,35.135
"Cancer Alliance","North East London",2014,"Skin cancer",130,40,12,6,0,0,17,61,70.677
"Cancer Alliance","North East London",2014,"Testes",29,4,1,4,0,0,1,13,73.077
"Cancer Alliance","North East London",2014,"Uterus",124,9,20,25,0,0,0,31,85.167
"Cancer Alliance","North East London",2015,"Anus",1,7,8,3,0,0,1,6,73.077
"Cancer Alliance","North East London",2015,"Bladder",50,38,6,23,0,0,192,30,34.513
"Cancer Alliance","North East London",2015,"Bowel",106,149,212,178,0,0,2,93,87.162
"Cancer Alliance","North East London",2015,"Breast",434,414,114,77,0,0,4,87,91.947
"Cancer Alliance","North East London",2015,"Cervix",20,8,2,2,0,0,0,32,50
"Cancer Alliance","North East London",2015,"Head and neck",45,24,22,114,0,0,3,18,90.708
"Cancer Alliance","North East London",2015,"Kidney",90,15,28,39,0,0,1,46,78.539
"Cancer Alliance","North East London",2015,"Lung",132,57,162,450,0,0,4,88,89.698
"Cancer Alliance","North East London",2015,"Oesophagus",18,16,57,22,0,0,0,16,87.597
"Cancer Alliance","North East London",2015,"Other",135,107,122,291,48,18,664,340,41.797
"Cancer Alliance","North East London",2015,"Ovary",40,12,30,34,0,0,17,26,72.956
"Cancer Alliance","North East London",2015,"Pancreas",10,13,18,94,0,0,0,42,76.271
"Cancer Alliance","North East London",2015,"Prostate",247,201,198,139,0,0,0,202,79.534
"Cancer Alliance","North East London",2015,"Renal pelvis and ureter",9,3,6,5,0,0,25,5,43.396
"Cancer Alliance","North East London",2015,"Skin cancer",139,47,15,11,0,0,16,43,78.229
"Cancer Alliance","North East London",2015,"Testes",33,3,2,2,0,0,3,9,76.923
"Cancer Alliance","North East London",2015,"Uterus",101,18,19,21,0,0,2,21,87.363
"Cancer Alliance","North East London",2016,"Anus",1,10,9,4,0,0,0,3,88.889
"Cancer Alliance","North East London",2016,"Bladder",47,41,8,29,0,0,198,33,35.112
"Cancer Alliance","North East London",2016,"Bowel",120,147,205,198,0,0,0,63,91.405
"Cancer Alliance","North East London",2016,"Breast",376,456,98,73,0,0,5,65,93.476
"Cancer Alliance","North East London",2016,"Cervix",34,10,8,6,0,0,1,17,76.316
"Cancer Alliance","North East London",2016,"Head and neck",36,22,18,113,0,0,4,23,87.5
"Cancer Alliance","North East London",2016,"Kidney",92,13,33,35,0,0,0,30,85.222
"Cancer Alliance","North East London",2016,"Lung",130,50,173,410,0,0,4,65,91.707
"Cancer Alliance","North East London",2016,"Oesophagus",15,10,42,59,0,0,0,25,83.444
"Cancer Alliance","North East London",2016,"Other",145,104,108,296,89,25,729,285,43.066
"Cancer Alliance","North East London",2016,"Ovary",44,23,27,42,0,0,5,12,88.889
"Cancer Alliance","North East London",2016,"Pancreas",10,23,19,91,0,0,0,45,76.064
"Cancer Alliance","North East London",2016,"Prostate",247,167,191,171,0,0,1,96,88.889
"Cancer Alliance","North East London",2016,"Renal pelvis and ureter",4,4,1,8,0,0,25,7,34.694
"Cancer Alliance","North East London",2016,"Skin cancer",139,55,18,6,0,0,20,42,77.857
"Cancer Alliance","North East London",2016,"Testes",41,1,4,0,0,0,2,14,74.194
"Cancer Alliance","North East London",2016,"Uterus",125,18,32,24,0,0,1,19,90.868
"Cancer Alliance","North East London",2017,"Anus",2,3,15,2,0,0,1,4,81.481
"Cancer Alliance","North East London",2017,"Bladder",58,34,7,31,0,0,186,26,38.012
"Cancer Alliance","North East London",2017,"Bowel",103,154,221,167,0,0,0,61,91.36
"Cancer Alliance","North East London",2017,"Breast",404,468,109,59,0,0,8,75,92.609
"Cancer Alliance","North East London",2017,"Cervix",21,19,1,8,0,0,1,21,69.014
"Cancer Alliance","North East London",2017,"Head and neck",38,23,25,109,0,0,6,17,89.45
"Cancer Alliance","North East London",2017,"Kidney",109,16,30,34,0,0,1,47,79.747
"Cancer Alliance","North East London",2017,"Lung",164,51,168,429,0,0,1,53,93.764
"Cancer Alliance","North East London",2017,"Oesophagus",17,17,31,51,0,0,0,20,85.294
"Cancer Alliance","North East London",2017,"Other",181,138,122,279,83,40,730,262,45.94
"Cancer Alliance","North East London",2017,"Ovary",43,17,35,26,0,0,4,13,87.681
"Cancer Alliance","North East London",2017,"Pancreas",12,29,22,102,0,0,0,40,80.488
"Cancer Alliance","North East London",2017,"Prostate",347,197,198,186,0,0,0,116,88.889
"Cancer Alliance","North East London",2017,"Renal pelvis and ureter",5,2,3,11,0,0,27,4,40.385
"Cancer Alliance","North East London",2017,"Skin cancer",149,48,14,5,0,0,28,44,75
"Cancer Alliance","North East London",2017,"Testes",36,2,3,0,0,0,2,11,75.926
"Cancer Alliance","North East London",2017,"Uterus",125,29,27,23,0,0,0,21,90.667
"Cancer Alliance","North East London",2018,"Anus",8,8,11,2,0,0,0,4,87.879
"Cancer Alliance","North East London",2018,"Bladder",64,28,20,15,0,0,189,23,37.463
"Cancer Alliance","North East London",2018,"Bowel",113,149,250,181,0,0,0,55,92.647
"Cancer Alliance","North East London",2018,"Breast",411,449,104,60,0,0,2,95,91.347
"Cancer Alliance","North East London",2018,"Cervix",18,9,4,2,0,0,1,25,55.932
"Cancer Alliance","North East London",2018,"Head and neck",37,22,31,115,0,0,0,14,93.607
"Cancer Alliance","North East London",2018,"Kidney",113,26,37,32,0,0,0,25,89.27
"Cancer Alliance","North East London",2018,"Lung",193,62,164,411,0,0,2,61,92.945
"Cancer Alliance","North East London",2018,"Oesophagus",5,11,39,57,0,0,0,32,77.778
"Cancer Alliance","North East London",2018,"Other",172,100,113,251,72,20,703,341,41.084
"Cancer Alliance","North East London",2018,"Ovary",44,21,38,18,0,0,6,20,82.313
"Cancer Alliance","North East London",2018,"Pancreas",13,17,26,86,0,0,0,32,81.609
"Cancer Alliance","North East London",2018,"Prostate",515,201,293,138,0,0,0,109,91.322
"Cancer Alliance","North East London",2018,"Renal pelvis and ureter",7,3,5,9,0,0,16,9,48.98
"Cancer Alliance","North East London",2018,"Skin cancer",158,33,18,9,0,0,12,34,82.576
"Cancer Alliance","North East London",2018,"Testes",54,4,8,0,0,0,1,5,91.667
"Cancer Alliance","North East London",2018,"Uterus",138,18,28,16,0,0,0,24,89.286
"Cancer Alliance","North East London",2019,"Anus",5,3,6,5,0,0,2,9,63.333
"Cancer Alliance","North East London",2019,"Bladder",49,21,10,3,0,0,194,66,24.198
"Cancer Alliance","North East London",2019,"Bowel",103,167,244,136,0,0,1,141,82.071
"Cancer Alliance","North East London",2019,"Breast",401,352,78,59,0,0,0,294,75.169
"Cancer Alliance","North East London",2019,"Cervix",5,2,0,5,0,0,0,71,14.458
"Cancer Alliance","North East London",2019,"Head and neck",54,24,29,90,0,0,7,50,77.559
"Cancer Alliance","North East London",2019,"Kidney",40,11,16,21,0,0,1,137,38.938
"Cancer Alliance","North East London",2019,"Lung",177,61,161,355,0,0,2,144,83.778
"Cancer Alliance","North East London",2019,"Oesophagus",6,16,27,50,0,0,1,49,66.443
"Cancer Alliance","North East London",2019,"Other",149,67,106,223,95,24,683,540,35.188
"Cancer Alliance","North East London",2019,"Ovary",31,11,38,20,0,0,4,48,65.789
"Cancer Alliance","North East London",2019,"Pancreas",9,14,19,81,0,0,0,79,60.891
"Cancer Alliance","North East London",2019,"Prostate",313,138,157,122,0,0,0,404,64.374
"Cancer Alliance","North East London",2019,"Renal pelvis and ureter",8,1,1,4,0,0,20,14,29.167
"Cancer Alliance","North East London",2019,"Skin cancer",112,31,11,7,0,0,13,62,68.22
"Cancer Alliance","North East London",2019,"Testes",23,0,4,0,0,0,0,29,48.214
"Cancer Alliance","North East London",2019,"Uterus",117,8,20,16,0,0,1,27,85.185
"Cancer Alliance","North East London",2020,"Anus",4,6,12,3,0,0,0,4,86.207
"Cancer Alliance","North East London",2020,"Bladder",44,16,6,6,0,0,172,65,23.301
"Cancer Alliance","North East London",2020,"Bowel",86,100,201,135,0,0,0,110,82.595
"Cancer Alliance","North East London",2020,"Breast",306,296,66,47,0,0,3,246,74.17
"Cancer Alliance","North East London",2020,"Cervix",21,6,9,4,0,0,0,20,66.667
"Cancer Alliance","North East London",2020,"Head and neck",50,20,25,86,0,0,3,56,75.417
"Cancer Alliance","North East London",2020,"Kidney",42,6,12,25,0,0,0,110,43.59
"Cancer Alliance","North East London",2020,"Lung",200,58,136,332,0,0,4,136,83.834
"Cancer Alliance","North East London",2020,"Oesophagus",3,11,24,50,0,0,0,58,60.274
"Cancer Alliance","North East London",2020,"Other",129,64,80,187,47,11,607,548,30.962
"Cancer Alliance","North East London",2020,"Ovary",32,9,21,28,0,0,8,62,56.25
"Cancer Alliance","North East London",2020,"Pancreas",11,16,17,56,0,0,0,86,53.763
"Cancer Alliance","North East London",2020,"Prostate",188,86,93,99,0,0,2,311,59.82
"Cancer Alliance","North East London",2020,"Renal pelvis and ureter",2,0,1,3,0,0,11,17,17.647
"Cancer Alliance","North East London",2020,"Skin cancer",111,42,18,9,0,0,12,36,78.947
"Cancer Alliance","North East London",2020,"Testes",28,3,2,0,0,0,2,20,60
"Cancer Alliance","North East London",2020,"Uterus",87,19,23,20,0,0,3,48,74.5
"Cancer Alliance","North East London",2021,"Anus",1,4,13,4,0,0,0,9,70.968
"Cancer Alliance","North East London",2021,"Bladder",37,27,7,18,0,0,207,86,23.298
"Cancer Alliance","North East London",2021,"Bowel",119,156,262,165,0,0,2,155,81.723
"Cancer Alliance","North East London",2021,"Breast",307,388,53,124,0,0,5,292,74.594
"Cancer Alliance","North East London",2021,"Cervix",31,5,7,3,0,0,1,29,60.526
"Cancer Alliance","North East London",2021,"Head and neck",48,25,31,105,0,0,2,76,72.822
"Cancer Alliance","North East London",2021,"Kidney",51,8,27,25,0,0,1,121,47.639
"Cancer Alliance","North East London",2021,"Lung",200,50,148,361,0,0,0,154,83.133
"Cancer Alliance","North East London",2021,"Oesophagus",4,14,33,68,0,0,0,42,73.913
"Cancer Alliance","North East London",2021,"Other",114,64,81,168,18,2,636,661,25.631
"Cancer Alliance","North East London",2021,"Ovary",32,5,28,26,0,0,11,76,51.124
"Cancer Alliance","North East London",2021,"Pancreas",6,14,15,81,0,0,0,80,59.184
"Cancer Alliance","North East London",2021,"Prostate",417,125,174,150,0,0,1,297,74.399
"Cancer Alliance","North East London",2021,"Renal pelvis and ureter",0,0,2,8,0,0,14,20,22.727
"Cancer Alliance","North East London",2021,"Skin cancer",108,32,18,8,0,0,15,42,74.439
"Cancer Alliance","North East London",2021,"Testes",29,0,4,0,0,0,1,19,62.264
"Cancer Alliance","North East London",2021,"Uterus",97,9,30,21,0,0,1,84,64.876
"Cancer Alliance","North East London",2022,"Anus",5,3,17,7,0,0,0,11,74.419
"Cancer Alliance","North East London",2022,"Bladder",23,17,9,8,0,0,183,109,16.332
"Cancer Alliance","North East London",2022,"Bowel",119,140,251,135,0,0,0,157,80.424
"Cancer Alliance","North East London",2022,"Breast",307,330,85,93,0,0,10,294,72.833
"Cancer Alliance","North East London",2022,"Cervix",23,5,9,7,0,0,0,24,64.706
"Cancer Alliance","North East London",2022,"Head and neck",43,42,24,92,0,0,3,66,74.444
"Cancer Alliance","North East London",2022,"Kidney",38,15,25,26,0,0,0,137,43.154
"Cancer Alliance","North East London",2022,"Lung",162,58,139,329,0,0,0,124,84.729
"Cancer Alliance","North East London",2022,"Oesophagus",3,14,25,58,0,0,0,41,70.922
"Cancer Alliance","North East London",2022,"Other",108,69,78,206,22,5,655,675,26.843
"Cancer Alliance","North East London",2022,"Ovary",33,9,19,36,0,0,8,70,55.429
"Cancer Alliance","North East London",2022,"Pancreas",16,20,15,84,0,0,0,68,66.502
"Cancer Alliance","North East London",2022,"Prostate",562,86,250,150,0,0,1,327,76.163
"Cancer Alliance","North East London",2022,"Renal pelvis and ureter",3,2,3,6,0,0,14,9,37.838
"Cancer Alliance","North East London",2022,"Skin cancer",130,38,19,5,0,0,11,65,71.642
"Cancer Alliance","North East London",2022,"Testes",25,0,2,0,0,0,0,36,42.857
"Cancer Alliance","North East London",2022,"Uterus",133,8,32,26,0,0,2,88,68.858
"Cancer Alliance","Northern",2013,"Anus",0,9,24,1,0,0,1,22,59.649
"Cancer Alliance","Northern",2013,"Bladder",251,109,37,82,0,0,634,61,40.801
"Cancer Alliance","Northern",2013,"Bowel",350,510,499,514,0,0,0,230,89.063
"Cancer Alliance","Northern",2013,"Breast",1051,897,222,145,0,0,5,173,92.86
"Cancer Alliance","Northern",2013,"Cervix",42,20,21,18,0,0,0,60,62.733
"Cancer Alliance","Northern",2013,"Head and neck",87,65,31,183,0,0,7,250,58.748
"Cancer Alliance","Northern",2013,"Kidney",227,53,96,145,0,0,2,64,88.756
"Cancer Alliance","Northern",2013,"Lung",435,236,642,1436,0,0,7,248,91.511
"Cancer Alliance","Northern",2013,"Oesophagus",20,26,87,74,0,0,1,238,46.413
"Cancer Alliance","Northern",2013,"Other",194,160,214,450,25,1,1838,1422,24.257
"Cancer Alliance","Northern",2013,"Ovary",136,18,131,73,0,0,19,38,86.265
"Cancer Alliance","Northern",2013,"Pancreas",3,20,8,177,0,0,0,238,46.637
"Cancer Alliance","Northern",2013,"Prostate",655,413,361,462,0,0,3,218,89.536
"Cancer Alliance","Northern",2013,"Renal pelvis and ureter",14,12,17,19,0,0,46,35,43.357
"Cancer Alliance","Northern",2013,"Skin cancer",498,136,25,21,0,0,14,125,83.028
"Cancer Alliance","Northern",2013,"Testes",13,4,0,5,0,0,4,86,19.643
"Cancer Alliance","Northern",2013,"Uterus",262,26,44,34,0,0,0,30,92.424
"Cancer Alliance","Northern",2014,"Anus",2,11,17,4,0,0,0,20,62.963
"Cancer Alliance","Northern",2014,"Bladder",186,118,50,103,0,0,649,64,39.06
"Cancer Alliance","Northern",2014,"Bowel",350,519,570,506,0,0,5,202,90.381
"Cancer Alliance","Northern",2014,"Breast",1108,1016,238,146,0,0,3,163,93.792
"Cancer Alliance","Northern",2014,"Cervix",48,26,11,9,0,0,1,51,64.384
"Cancer Alliance","Northern",2014,"Head and neck",101,51,51,258,0,0,5,112,79.758
"Cancer Alliance","Northern",2014,"Kidney",329,47,85,136,0,0,1,39,93.721
"Cancer Alliance","Northern",2014,"Lung",504,238,624,1551,0,0,9,166,94.34
"Cancer Alliance","Northern",2014,"Oesophagus",32,51,136,131,0,0,2,120,74.153
"Cancer Alliance","Northern",2014,"Other",297,190,271,574,26,3,1883,1139,31.052
"Cancer Alliance","Northern",2014,"Ovary",120,22,135,72,0,0,23,33,86.173
"Cancer Alliance","Northern",2014,"Pancreas",9,34,15,239,0,0,0,184,61.746
"Cancer Alliance","Northern",2014,"Prostate",607,438,412,495,0,0,1,147,92.952
"Cancer Alliance","Northern",2014,"Renal pelvis and ureter",14,9,12,25,0,0,54,26,42.857
"Cancer Alliance","Northern",2014,"Skin cancer",555,132,30,14,0,0,15,125,83.927
"Cancer Alliance","Northern",2014,"Testes",39,5,1,2,0,0,2,46,49.474
"Cancer Alliance","Northern",2014,"Uterus",290,23,38,32,0,0,2,33,91.627
"Cancer Alliance","Northern",2015,"Anus",6,15,41,4,0,0,0,24,73.333
"Cancer Alliance","Northern",2015,"Bladder",213,110,42,84,0,0,673,65,37.826
"Cancer Alliance","Northern",2015,"Bowel",351,490,559,482,0,0,4,198,90.307
"Cancer Alliance","Northern",2015,"Breast",1100,982,222,134,0,0,12,143,94.022
"Cancer Alliance","Northern",2015,"Cervix",51,16,6,25,0,0,0,74,56.977
"Cancer Alliance","Northern",2015,"Head and neck",131,83,81,327,0,0,6,63,90.014
"Cancer Alliance","Northern",2015,"Kidney",279,40,78,129,0,0,1,50,91.161
"Cancer Alliance","Northern",2015,"Lung",580,241,628,1457,0,0,5,186,93.833
"Cancer Alliance","Northern",2015,"Oesophagus",27,44,170,133,0,0,1,77,82.743
"Cancer Alliance","Northern",2015,"Other",311,234,309,655,97,16,1819,1036,36.23
"Cancer Alliance","Northern",2015,"Ovary",103,21,159,85,0,0,26,42,84.404
"Cancer Alliance","Northern",2015,"Pancreas",12,52,37,251,0,0,0,146,70.683
"Cancer Alliance","Northern",2015,"Prostate",542,433,362,567,0,0,1,185,91.1
"Cancer Alliance","Northern",2015,"Renal pelvis and ureter",16,10,14,41,0,0,59,20,50.625
"Cancer Alliance","Northern",2015,"Skin cancer",718,157,35,18,0,0,11,104,88.974
"Cancer Alliance","Northern",2015,"Testes",90,6,2,6,0,0,3,2,95.413
"Cancer Alliance","Northern",2015,"Uterus",285,21,35,37,0,0,3,21,94.03
"Cancer Alliance","Northern",2016,"Anus",7,25,24,5,0,0,3,10,82.432
"Cancer Alliance","Northern",2016,"Bladder",215,117,38,76,0,0,615,48,40.216
"Cancer Alliance","Northern",2016,"Bowel",362,487,511,527,0,0,3,179,91.203
"Cancer Alliance","Northern",2016,"Breast",1035,926,243,115,0,0,7,160,93.282
"Cancer Alliance","Northern",2016,"Cervix",40,14,12,18,0,0,0,85,49.704
"Cancer Alliance","Northern",2016,"Head and neck",119,80,72,344,0,0,5,41,93.041
"Cancer Alliance","Northern",2016,"Kidney",307,49,91,140,0,0,0,42,93.323
"Cancer Alliance","Northern",2016,"Lung",537,218,623,1508,0,0,5,172,94.221
"Cancer Alliance","Northern",2016,"Oesophagus",36,49,154,137,0,0,2,71,83.742
"Cancer Alliance","Northern",2016,"Other",318,268,362,751,99,23,1839,817,40.675
"Cancer Alliance","Northern",2016,"Ovary",133,16,137,72,0,0,17,31,88.177
"Cancer Alliance","Northern",2016,"Pancreas",26,62,46,282,0,0,0,109,79.238
"Cancer Alliance","Northern",2016,"Prostate",515,466,364,513,0,0,9,188,90.414
"Cancer Alliance","Northern",2016,"Renal pelvis and ureter",14,7,17,33,0,0,65,24,44.375
"Cancer Alliance","Northern",2016,"Skin cancer",639,134,41,10,0,0,9,112,87.196
"Cancer Alliance","Northern",2016,"Testes",84,8,9,4,0,0,1,5,94.595
"Cancer Alliance","Northern",2016,"Uterus",273,29,41,22,0,0,3,33,91.022
"Cancer Alliance","Northern",2017,"Anus",11,20,45,4,0,0,0,2,97.561
"Cancer Alliance","Northern",2017,"Bladder",196,115,33,109,0,0,608,60,40.41
"Cancer Alliance","Northern",2017,"Bowel",358,549,603,535,0,0,1,163,92.576
"Cancer Alliance","Northern",2017,"Breast",1103,971,229,135,0,0,8,165,93.374
"Cancer Alliance","Northern",2017,"Cervix",45,24,6,13,0,0,0,80,52.381
"Cancer Alliance","Northern",2017,"Head and neck",128,79,81,317,0,0,5,47,92.085
"Cancer Alliance","Northern",2017,"Kidney",330,53,106,119,0,0,3,33,94.41
"Cancer Alliance","Northern",2017,"Lung",643,245,666,1441,0,0,3,146,95.261
"Cancer Alliance","Northern",2017,"Oesophagus",56,60,142,134,0,0,2,56,87.111
"Cancer Alliance","Northern",2017,"Other",329,245,350,741,98,27,1796,821,40.617
"Cancer Alliance","Northern",2017,"Ovary",122,16,140,67,0,0,35,33,83.535
"Cancer Alliance","Northern",2017,"Pancreas",30,64,59,272,0,0,1,84,83.333
"Cancer Alliance","Northern",2017,"Prostate",588,381,381,624,0,0,7,150,92.633
"Cancer Alliance","Northern",2017,"Renal pelvis and ureter",14,10,15,51,0,0,58,17,54.545
"Cancer Alliance","Northern",2017,"Skin cancer",721,150,58,14,0,0,19,109,88.049
"Cancer Alliance","Northern",2017,"Testes",76,8,9,0,0,0,4,3,93
"Cancer Alliance","Northern",2017,"Uterus",286,23,37,37,0,0,4,26,92.736
"Cancer Alliance","Northern",2018,"Anus",12,24,26,6,0,0,2,7,88.312
"Cancer Alliance","Northern",2018,"Bladder",201,141,58,60,0,0,567,42,43.031
"Cancer Alliance","Northern",2018,"Bowel",375,561,643,528,0,0,1,133,94.021
"Cancer Alliance","Northern",2018,"Breast",1119,968,258,146,0,0,2,173,93.436
"Cancer Alliance","Northern",2018,"Cervix",35,30,5,14,0,0,0,65,56.376
"Cancer Alliance","Northern",2018,"Head and neck",137,73,93,349,0,0,2,39,94.084
"Cancer Alliance","Northern",2018,"Kidney",269,44,118,129,0,0,0,46,92.409
"Cancer Alliance","Northern",2018,"Lung",594,230,637,1431,0,0,5,141,95.194
"Cancer Alliance","Northern",2018,"Oesophagus",40,61,124,198,0,0,1,92,81.977
"Cancer Alliance","Northern",2018,"Other",417,251,373,758,78,25,1688,786,43.464
"Cancer Alliance","Northern",2018,"Ovary",129,17,127,74,0,0,15,28,88.974
"Cancer Alliance","Northern",2018,"Pancreas",35,60,75,293,0,0,0,59,88.697
"Cancer Alliance","Northern",2018,"Prostate",834,249,634,560,0,0,5,156,93.396
"Cancer Alliance","Northern",2018,"Renal pelvis and ureter",13,8,23,47,0,0,71,11,52.601
"Cancer Alliance","Northern",2018,"Skin cancer",806,152,82,31,0,0,7,100,90.917
"Cancer Alliance","Northern",2018,"Testes",71,14,10,0,0,0,2,1,96.939
"Cancer Alliance","Northern",2018,"Uterus",330,34,29,35,0,0,2,19,95.323
"Cancer Alliance","Northern",2019,"Anus",3,24,36,6,0,0,6,12,79.31
"Cancer Alliance","Northern",2019,"Bladder",179,107,37,48,0,0,588,175,32.716
"Cancer Alliance","Northern",2019,"Bowel",344,528,600,444,0,0,2,312,85.919
"Cancer Alliance","Northern",2019,"Breast",981,779,186,106,0,0,9,633,76.169
"Cancer Alliance","Northern",2019,"Cervix",27,16,14,19,0,0,1,94,44.444
"Cancer Alliance","Northern",2019,"Head and neck",194,74,79,229,0,0,3,146,79.448
"Cancer Alliance","Northern",2019,"Kidney",229,34,95,115,0,0,3,199,70.074
"Cancer Alliance","Northern",2019,"Lung",603,224,567,1330,0,0,2,368,88.041
"Cancer Alliance","Northern",2019,"Oesophagus",23,40,125,180,0,0,1,151,70.769
"Cancer Alliance","Northern",2019,"Other",357,214,340,650,125,40,1852,1088,36.991
"Cancer Alliance","Northern",2019,"Ovary",91,15,99,70,0,0,23,94,70.153
"Cancer Alliance","Northern",2019,"Pancreas",31,70,57,247,0,0,0,169,70.557
"Cancer Alliance","Northern",2019,"Prostate",604,268,513,456,0,0,5,589,75.606
"Cancer Alliance","Northern",2019,"Renal pelvis and ureter",15,6,7,19,0,0,69,39,30.323
"Cancer Alliance","Northern",2019,"Skin cancer",712,126,85,24,0,0,10,242,78.982
"Cancer Alliance","Northern",2019,"Testes",64,6,7,0,0,0,3,21,76.238
"Cancer Alliance","Northern",2019,"Uterus",267,31,36,20,0,0,4,100,77.293
"Cancer Alliance","Northern",2020,"Anus",4,18,43,8,0,0,0,10,87.952
"Cancer Alliance","Northern",2020,"Bladder",190,134,53,55,0,0,476,98,42.942
"Cancer Alliance","Northern",2020,"Bowel",359,531,564,523,0,0,1,199,90.813
"Cancer Alliance","Northern",2020,"Breast",795,812,221,125,0,0,7,300,86.416
"Cancer Alliance","Northern",2020,"Cervix",53,19,13,15,0,0,0,29,77.519
"Cancer Alliance","Northern",2020,"Head and neck",198,68,96,251,0,0,3,42,93.161
"Cancer Alliance","Northern",2020,"Kidney",249,34,110,121,0,0,2,84,85.667
"Cancer Alliance","Northern",2020,"Lung",640,212,578,1325,0,0,1,204,93.074
"Cancer Alliance","Northern",2020,"Oesophagus",23,41,124,214,0,0,1,115,77.606
"Cancer Alliance","Northern",2020,"Other",328,206,334,740,91,16,1706,841,40.239
"Cancer Alliance","Northern",2020,"Ovary",97,13,103,88,0,0,12,80,76.59
"Cancer Alliance","Northern",2020,"Pancreas",61,73,50,285,0,0,0,87,84.353
"Cancer Alliance","Northern",2020,"Prostate",536,205,412,523,0,0,8,212,88.397
"Cancer Alliance","Northern",2020,"Renal pelvis and ureter",15,10,10,27,0,0,52,34,41.892
"Cancer Alliance","Northern",2020,"Skin cancer",538,180,62,27,0,0,6,85,89.866
"Cancer Alliance","Northern",2020,"Testes",78,13,12,0,0,0,1,5,94.495
"Cancer Alliance","Northern",2020,"Uterus",258,36,49,21,0,0,1,46,88.564
"Cancer Alliance","Northern",2021,"Anus",11,22,30,10,0,0,2,5,91.25
"Cancer Alliance","Northern",2021,"Bladder",199,110,76,66,0,0,534,140,40.089
"Cancer Alliance","Northern",2021,"Bowel",465,560,664,547,0,0,0,403,84.729
"Cancer Alliance","Northern",2021,"Breast",1047,888,229,96,0,0,6,595,78.993
"Cancer Alliance","Northern",2021,"Cervix",69,15,20,11,0,0,0,53,68.452
"Cancer Alliance","Northern",2021,"Head and neck",223,86,130,268,0,0,5,57,91.938
"Cancer Alliance","Northern",2021,"Kidney",233,42,109,100,0,0,1,168,74.119
"Cancer Alliance","Northern",2021,"Lung",672,210,546,1275,0,0,3,329,89.061
"Cancer Alliance","Northern",2021,"Oesophagus",26,33,147,218,0,0,3,121,77.372
"Cancer Alliance","Northern",2021,"Other",394,214,283,698,77,5,1715,1095,37.291
"Cancer Alliance","Northern",2021,"Ovary",92,15,119,87,0,0,23,109,70.337
"Cancer Alliance","Northern",2021,"Pancreas",53,51,44,263,0,0,0,190,68.386
"Cancer Alliance","Northern",2021,"Prostate",571,187,544,576,0,0,2,470,79.915
"Cancer Alliance","Northern",2021,"Renal pelvis and ureter",13,6,13,40,0,0,69,31,41.86
"Cancer Alliance","Northern",2021,"Skin cancer",613,159,79,37,0,0,14,164,83.302
"Cancer Alliance","Northern",2021,"Testes",70,9,6,0,0,0,0,3,96.591
"Cancer Alliance","Northern",2021,"Uterus",280,24,49,39,0,0,1,65,85.59
"Cancer Alliance","Northern",2022,"Anus",5,26,35,2,0,0,1,11,85
"Cancer Alliance","Northern",2022,"Bladder",162,126,58,54,0,0,576,153,35.43
"Cancer Alliance","Northern",2022,"Bowel",427,500,576,424,0,0,0,509,79.105
"Cancer Alliance","Northern",2022,"Breast",1036,745,189,82,0,0,7,819,71.3
"Cancer Alliance","Northern",2022,"Cervix",45,20,14,11,0,0,0,50,64.286
"Cancer Alliance","Northern",2022,"Head and neck",235,114,129,260,0,0,1,48,93.774
"Cancer Alliance","Northern",2022,"Kidney",288,48,93,110,0,0,0,143,79.032
"Cancer Alliance","Northern",2022,"Lung",701,244,602,1259,0,0,1,334,89.335
"Cancer Alliance","Northern",2022,"Oesophagus",25,32,144,195,0,0,2,139,73.743
"Cancer Alliance","Northern",2022,"Other",380,213,301,632,63,10,1801,1139,35.228
"Cancer Alliance","Northern",2022,"Ovary",103,21,102,110,0,0,19,109,72.414
"Cancer Alliance","Northern",2022,"Pancreas",40,43,45,219,0,0,0,285,54.905
"Cancer Alliance","Northern",2022,"Prostate",589,281,680,470,0,0,3,855,70.188
"Cancer Alliance","Northern",2022,"Renal pelvis and ureter",7,11,21,36,0,0,76,19,44.118
"Cancer Alliance","Northern",2022,"Skin cancer",608,117,64,35,0,0,12,331,70.608
"Cancer Alliance","Northern",2022,"Testes",68,4,13,1,0,0,0,6,93.478
"Cancer Alliance","Northern",2022,"Uterus",273,30,31,36,0,0,2,103,77.895
