"Cancer.Alliance","mced_treated","cancer_grouping","cancer_grouping_label","time_granularity","period_label","min_monthNum","n_months","num_delayed","total_referrals","delay_rate","under_25pct_target","diff_from_25pct_target_pp","delay_rate_minus_did_estimate","adj_rate_under_25pct_target"
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,182,2276,8,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,66,1238,5.33,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,190,2157,8.81,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,75,1167,6.43,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,158,1405,11.25,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,51,1402,3.64,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,114,2818,4.05,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,81,1218,6.65,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,280,2751,10.18,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,92,1770,5.2,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,46,1131,4.07,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,475,2307,20.59,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,49,1383,3.54,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,204,1996,10.22,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,197,2726,7.23,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,238,3595,6.62,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Oct 2021",7,1,79,1919,4.12,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,553,2729,20.26,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,601,3483,17.26,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,250,2813,8.89,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,289,3167,9.13,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,359,2508,14.31,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,117,1277,9.16,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,260,2130,12.21,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,114,1306,8.73,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,261,1549,16.85,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,56,1620,3.46,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,141,2908,4.85,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,144,1507,9.56,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,565,3203,17.64,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,230,1900,12.11,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,83,1319,6.29,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,846,2633,32.13,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,86,1499,5.74,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,319,2400,13.29,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,409,2929,13.96,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,630,4092,15.4,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Nov 2021",8,1,176,2027,8.68,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,566,2639,21.45,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,867,3095,28.01,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,245,2526,9.7,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,561,2645,21.21,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,652,1973,33.05,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,108,1229,8.79,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,304,2201,13.81,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,172,1186,14.5,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,312,1444,21.61,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,62,1351,4.59,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,159,2431,6.54,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,219,1160,18.88,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,650,2722,23.88,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,231,1623,14.23,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,61,1125,5.42,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,1050,2504,41.93,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,94,1246,7.54,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,367,2117,17.34,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,439,2775,15.82,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,844,3328,25.36,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Dec 2021",9,1,303,1793,16.9,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,386,2260,17.08,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,1288,3335,38.62,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,321,2515,12.76,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,891,2565,34.74,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,1140,1945,58.61,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,151,1165,12.96,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,305,2077,14.68,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,264,1160,22.76,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,439,1567,28.02,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,51,1186,4.3,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,204,2484,8.21,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,506,1622,31.2,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,890,2709,32.85,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,333,1611,20.67,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,128,1151,11.12,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,1109,2592,42.79,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,115,1183,9.72,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,350,2065,16.95,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,519,2487,20.87,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,1315,3680,35.73,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jan 2022",10,1,466,1822,25.58,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,254,2275,11.16,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,903,3840,23.52,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,199,2484,8.01,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,779,2792,27.9,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,850,2165,39.26,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,95,1189,7.99,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,245,2088,11.73,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,111,1152,9.64,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,323,1587,20.35,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,63,1292,4.88,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,109,2499,4.36,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,135,1281,10.54,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,416,2710,15.35,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,223,1786,12.49,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,65,1146,5.67,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,553,2205,25.08,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,67,1176,5.7,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,208,2091,9.95,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,249,2581,9.65,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,504,3800,13.26,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Feb 2022",11,1,314,1731,18.14,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,414,2653,15.6,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,510,4105,12.42,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,213,2740,7.77,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,904,3025,29.88,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,911,2558,35.61,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,123,1380,8.91,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,230,2103,10.94,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,140,1282,10.92,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,328,1772,18.51,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,36,1415,2.54,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,124,2539,4.88,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,130,1303,9.98,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,423,2849,14.85,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,300,1836,16.34,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,63,1253,5.03,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,485,2375,20.42,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,150,1353,11.09,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,182,2393,7.61,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,311,2817,11.04,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,861,4282,20.11,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Mar 2022",12,1,383,2109,18.16,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,422,2138,19.74,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,446,3376,13.21,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,118,2225,5.3,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,774,2275,34.02,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,903,1899,47.55,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,69,1065,6.48,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,208,1585,13.12,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,79,1035,7.63,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,333,1746,19.07,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,38,1129,3.37,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,135,2178,6.2,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,157,1317,11.92,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,260,1967,13.22,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,264,1637,16.13,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,48,946,5.07,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,394,1944,20.27,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,86,1024,8.4,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,104,1948,5.34,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,390,2202,17.71,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,636,3903,16.3,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Apr 2022",13,1,179,1733,10.33,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,357,2291,15.58,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,311,3382,9.2,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,148,2469,5.99,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,788,2710,29.08,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,694,2148,32.31,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,71,1239,5.73,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,268,2013,13.31,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,72,1263,5.7,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,344,1797,19.14,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,24,1122,2.14,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,123,2547,4.83,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,125,1377,9.08,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,318,2218,14.34,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,209,1730,12.08,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,57,1099,5.19,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,394,2032,19.39,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,118,1292,9.13,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,123,2093,5.88,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,434,2638,16.45,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,472,4202,11.23,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","May 2022",14,1,181,1888,9.59,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,301,2247,13.4,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,244,3185,7.66,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,135,2221,6.08,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,681,2660,25.6,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,998,1857,53.74,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,50,1120,4.46,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,218,1787,12.2,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,68,1068,6.37,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,268,1690,15.86,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,51,1039,4.91,NA,NA,NA,NA
"Northern Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,131,2227,5.88,NA,NA,NA,NA
"Peninsula Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,198,1338,14.8,NA,NA,NA,NA
"Somerset, Wiltshire, Avon and Gloucestershire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,365,1986,18.38,NA,NA,NA,NA
"South East London Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,227,1724,13.17,NA,NA,NA,NA
"South Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,75,1053,7.12,NA,NA,NA,NA
"Surrey and Sussex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,437,1715,25.48,NA,NA,NA,NA
"Thames Valley Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,124,1164,10.65,NA,NA,NA,NA
"Wessex Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,127,1895,6.7,NA,NA,NA,NA
"West London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,304,2620,11.6,NA,NA,NA,NA
"West Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,362,3546,10.21,NA,NA,NA,NA
"West Yorkshire and Harrogate Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jun 2022",15,1,128,1650,7.76,NA,NA,NA,NA
"Cheshire and Merseyside Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,213,2124,10.03,NA,NA,NA,NA
"East Midlands Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,200,3220,6.21,NA,NA,NA,NA
"East of England - North Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,132,2108,6.26,NA,NA,NA,NA
"East of England - South Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,416,2524,16.48,NA,NA,NA,NA
"Greater Manchester Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,639,2046,31.23,NA,NA,NA,NA
"Humber and North Yorkshire Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,28,1059,2.64,NA,NA,NA,NA
"Kent and Medway Cancer Alliance",1,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,192,1810,10.61,NA,NA,NA,NA
"Lancashire & South Cumbria Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,100,1188,8.42,NA,NA,NA,NA
"North Central London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,215,1608,13.37,NA,NA,NA,NA
"North East London Cancer Alliance",0,"Suspected breast cancer","Breast","Monthly","Jul 2022",16,1,20,815,2.45,NA,NA,NA,NA
